entry_z,tc,CAGR,AnnVol,Sharpe,MaxDrawdown
1.5,0.0005,0.03241849930557361,0.040779602476429165,0.7949684974077833,-0.04538047527166839
1.5,0.001,0.030499751004333886,0.04100711121304353,0.7437673638086589,-0.0458610194932857
1.5,0.003,0.022659165057803632,0.042000913480535064,0.5394921962424654,-0.047804443223699616
2.0,0.0005,0.025265731474404474,0.037663695552909035,0.6708245461179398,-0.04296338477597287
2.0,0.001,0.024091936664365043,0.037788503815875604,0.6375467200753158,-0.043785934005786266
2.0,0.003,0.019335583579392246,0.03833254607080992,0.504416887510538,-0.04709224641485785
2.5,0.0005,0.026858421438725744,0.034911611195653176,0.7693263220710326,-0.045826619997772676
2.5,0.001,0.02606066483874181,0.034986670616151294,0.7448741014731229,-0.04665463091020282
2.5,0.003,0.022841856518889703,0.035315433657511885,0.6467953003326933,-0.04998139647360941
